GNa,GNaL,Gto,GKr_,GKs_,GK1,Gncx,GKb,GpCa,PCa_,Pnak,PNab,PCab,SERCA_total,RyR_total,Leak_total,Trans_total
0.771093603,0.881126537,0.753670584,1.495656312,0.743393018,1.7252687,0.893748394,0.646926743,0.830601998,1.323593371,1.372698866,1.090046217,1.209094428,0.645511301,0.839866005,0.577501178,0.873951039
1.240150103,1.986448919,1.051290334,0.5236419,1.660003635,1.469150326,0.839633922,1.069064903,1.263436566,1.12233591,1.232334178,0.988420455,1.026778867,0.789072722,1.532481299,1.00190131,1.228684708
0.724284799,0.973078837,0.926972342,1.43110539,1.199397219,1.176041724,0.648248074,0.748033031,1.062490203,0.900897859,1.472595363,0.840095833,1.300229361,1.519885444,1.10108446,1.627450594,1.375379912
1.300880003,1.060056388,0.882966827,1.113532751,1.010926059,0.896381343,1.701152343,1.068634773,2.268487422,0.914983163,1.184462003,2.267706656,1.095344893,0.788930109,1.272538939,0.673026341,0.921130344
1.563404871,1.539014778,0.99176567,1.319403044,0.908115118,1.219373821,1.776398822,1.048151234,0.913784111,0.860698996,1.239789261,1.892131524,1.016345891,1.050126649,0.827114599,1.621898615,0.977619624
1.925666682,1.275023146,1.239741439,0.739581095,1.139051597,1.168876555,0.720598361,0.934504968,0.885611836,1.171585272,0.739272371,1.708237972,0.912902353,0.997394411,1.164149186,1.434728448,1.16953393
0.865157894,0.932907563,1.202034531,1.656745542,1.185919084,0.696415526,1.138735136,0.972742162,0.929399611,0.936358747,0.768027288,0.790314281,0.89629224,1.035807351,1.053693812,0.937351509,0.955248805
1.147384107,1.468864078,1.204454799,0.91759225,1.196504889,0.928987679,0.586125615,0.49451798,0.598051392,0.931333193,0.830366803,1.012271841,0.820620573,0.827658615,1.200679357,1.264529974,2.077105436
1.017649907,0.841776964,0.943118143,0.984954942,0.590531375,0.925697948,1.252150616,0.842628343,1.159826022,1.346396995,1.381461552,0.507655554,0.844244607,1.3105507,1.125697293,1.001457388,1.140053953
1.04721182,0.796452214,0.947385751,0.939566316,1.308686008,1.131667615,1.178515866,1.045348699,0.897017286,1.018511643,1.067171473,1.055126972,1.320849731,0.967486913,1.602747531,1.183110733,0.881523709
0.920756579,1.075016636,1.254084618,0.916152018,1.147440275,1.693143041,1.322398559,1.280920977,0.783141299,0.851921192,1.075478305,0.61415095,0.63487513,1.360506175,0.796571614,1.8654521,0.513453411
1.000187852,0.79702296,1.128960669,0.788079849,1.294254636,1.020263333,0.611514741,0.483151517,0.918375457,1.410214598,1.055854917,1.229153961,0.658347619,1.533587437,0.764788964,1.011393831,0.896666943
0.558022814,1.579594974,1.177911612,1.827553612,1.529592253,1.003450138,0.754488837,0.593527034,1.005104274,1.067957268,1.368542333,1.269266566,1.021660192,0.792862019,1.261433223,1.082958248,0.931898236
1.200540438,0.967459066,1.086799612,1.026457726,1.05345782,1.145770511,0.834389125,0.787330493,1.114264637,1.760376142,0.912062693,0.930937019,0.864845463,0.90646455,1.153332289,0.961749298,0.836686371
0.672496149,0.772706223,0.654489097,0.856590101,0.722144928,0.808845322,0.913477656,0.697584133,0.994208158,1.107506586,0.749035204,0.621368095,0.889106371,0.640564239,0.90177688,0.672216531,0.841599959
0.70082255,0.538236077,1.184733605,1.822196625,1.948380113,0.862730193,0.986293915,0.869598123,1.023045773,0.759093065,0.562232418,0.692437211,0.565112589,2.03862297,0.932390357,1.128810272,1.430094577
1.131953113,1.162442699,1.025232385,1.048477818,0.85352303,1.242242495,0.774930063,0.787481646,1.243091313,1.658582535,0.890548022,1.130231149,1.379480312,1.336955304,1.084418241,0.826692928,1.207955129
1.511473117,0.655430015,1.043279905,1.472432534,0.86201648,0.829072655,0.755715506,0.91978303,0.941616229,1.04187539,0.767202377,0.834299799,0.895280252,0.777671464,0.91874882,2.91818058,2.779468465
1.266398772,0.681512142,0.839139824,0.830421647,1.174203815,1.155919482,1.033077824,0.90295242,0.757482741,1.001597782,1.407401149,1.055811478,1.218041111,1.191572284,0.615736979,1.005648197,0.880039728
0.671282132,0.90849519,1.280984777,0.933524713,1.081852927,0.763842347,0.523514363,1.028575697,0.751747758,1.421591444,1.682917274,1.43026428,1.331218127,0.654088013,0.990043007,1.081485251,1.169876702
1.224238107,1.225709289,0.910488586,1.120497888,0.508713917,0.704332165,1.434174879,0.820188098,1.103258101,1.57214059,0.765923727,0.862589997,1.141470078,0.940419455,0.745766986,0.623825887,0.894868526
0.851663446,0.924417331,0.719913311,1.179121945,0.520801572,1.044339257,1.222270299,0.775188737,0.983018798,1.091481425,0.831615103,1.131601684,0.754918956,1.284728113,1.388690946,1.101149044,1.004544145
1.160037375,0.694366961,1.611614373,1.171098872,1.082686635,0.888625522,0.520537675,0.698586459,1.115829995,2.062116571,1.248663983,0.849934361,1.037366153,1.334669639,0.926637855,1.763899171,0.69344993
1.015853092,0.556448803,1.184861833,1.023612809,1.024505806,1.269232444,1.367667427,1.272082593,0.868795674,0.986119522,1.111861803,0.732853521,0.879775246,1.023574184,1.711344087,1.270205808,0.875683791
1.584293999,2.270640873,1.051514729,0.86618259,0.65455729,1.339767936,1.090804716,1.418531917,0.761388389,1.07484075,0.821836425,0.847590905,0.974118168,0.900913441,1.347416102,1.137156504,0.739888645
0.730728719,1.163825126,1.104713601,0.612244383,0.564366136,0.98795353,1.232639739,1.051944938,0.629305217,0.627795553,1.297090061,0.890588767,1.484178223,0.787462705,1.041469203,1.133535976,1.278853398
1.11315194,2.280831266,0.635150628,1.139049007,0.933391717,0.780261692,0.779116429,1.161102344,2.003083676,0.788086274,1.176198786,1.809353895,1.177505376,0.959472459,1.204377325,0.998326567,1.393975551
0.71431921,1.076736659,1.597294354,0.698383769,0.92987642,1.351815426,0.562121229,1.206391574,1.25343543,1.066140486,0.79368373,1.028350392,1.32389131,1.220249537,0.900261682,1.62574022,0.984865762
0.876756496,1.29379919,1.060313671,1.3055947,1.020983671,2.108646761,0.606716932,0.8826925,0.975049167,1.027137271,1.547814847,0.966123916,1.020793985,1.252884455,0.813159406,1.144816172,0.625310222
0.753868303,0.822128597,1.088454469,0.713535055,0.743272737,0.634601759,0.512449483,0.955561165,1.417398728,0.946881916,0.932220353,1.608007224,0.927906759,1.474333027,1.114709732,0.924117776,1.3835371
0.967119523,1.4751877,1.706404468,0.980508011,0.926163717,1.129066796,1.111296138,1.274116909,0.926188828,1.239284236,1.369682819,1.047063213,0.686398207,0.703392475,0.645046711,0.68846803,0.954536103
1.961715891,1.24830214,0.537786516,0.707254169,0.968353993,0.598179905,0.871126251,1.387217623,0.952024911,0.980029955,0.740464389,0.66666547,1.115456119,0.873137457,1.264921153,1.449430897,1.381485617
0.859679013,0.692667154,1.03619228,1.333546654,0.902777523,0.94933314,1.203086277,1.295861611,0.653721244,1.061821243,1.060508018,1.307131771,0.896499937,0.78047185,1.086328206,1.147905744,0.936831351
0.634189946,0.724353961,0.397862138,1.169319735,0.742815868,0.926873929,1.353616066,1.015421316,0.876227221,0.775272403,0.930427378,0.634526584,0.979704238,1.264551937,0.652974124,1.222391932,1.227489457
0.636766262,1.138762128,1.274401573,1.189676469,1.257159408,0.701427237,1.191430048,0.840294457,0.845007178,0.627024951,1.391055118,1.351322028,1.573500023,0.710936823,1.212768203,0.996179304,1.315580374
1.279080472,0.782482634,0.962765346,1.082467191,2.579404148,1.44482061,2.006096103,1.132411419,1.0656122,1.201955805,0.853565422,0.953811511,0.662270938,1.298554141,0.624652371,0.575062891,1.090376384
0.760925649,0.952576604,0.863578454,0.935349893,1.08504336,0.70429409,0.692622409,0.5326751,0.889520443,1.22052919,0.810033882,1.175970923,1.34611854,1.345564241,0.813302341,0.773328555,1.014622889
1.54623445,1.512787122,1.028952121,0.879731863,1.165607421,0.821287468,0.96318957,0.852876939,1.032182941,1.402848934,1.249499926,0.760017155,1.055421804,0.744528352,1.122376791,1.102642189,1.475346844
1.216486657,0.859398961,0.866929048,0.540387704,0.87416043,0.62790967,1.321738259,1.310727061,1.042358813,0.892684265,1.043853629,1.498904962,0.874124353,1.051821472,0.714516629,1.127744107,1.248220321
0.631684334,1.163445936,0.771618985,0.893180594,1.266684835,1.09358544,0.952064446,1.199637903,1.632886983,0.829403827,0.666956769,0.753305999,0.817615353,1.188871278,0.534870281,1.073354901,0.79173669
0.773624018,1.002269859,0.75482018,0.815080902,0.924925737,0.933664037,0.854324741,1.402835513,1.179442389,1.744632982,0.92017663,0.532713429,1.211119491,1.117886263,0.893817387,1.23195766,1.301202221
1.13421116,1.197601454,0.816927037,0.719964382,0.922853279,1.057560786,1.330138938,0.788868514,0.863429185,2.440839802,0.829629879,1.3342171,0.845911149,0.968538984,0.937490763,1.152630714,1.50635419
1.835136122,1.262806703,0.848173066,0.962902221,1.09403656,1.092918188,1.433666108,1.386873382,0.897976871,0.96177159,1.246227835,1.406211748,0.813807086,1.152006102,1.090354355,1.518247107,0.667877435
1.01617791,0.495309946,1.454160188,2.322791177,0.932715124,1.089925826,0.869896233,1.122204813,0.892304125,0.96992797,1.624898484,0.841335345,0.97748343,0.961037857,1.540016145,1.839288615,0.745678689
1.168993007,0.892070602,1.818215603,1.633559007,1.182588485,1.184228225,0.903464026,1.257460501,1.402466825,1.043386163,1.783254795,0.967506272,1.11771752,1.389547852,0.887409325,0.974687117,2.038035234
1.328303093,1.27819442,1.610736077,1.170936199,0.477324242,0.774329037,1.165931833,1.080401221,1.801706405,1.524847603,1.160731163,0.628422003,1.748831569,1.041027271,0.628888834,1.138810981,1.031368196
1.15941857,0.808759276,0.667372105,0.590792479,0.896602475,0.828508484,1.141159757,0.637123134,0.939440651,0.636648464,1.721028792,1.444643669,1.160073011,1.313346495,0.707324561,1.458293119,1.546137252
0.948430846,0.822320829,1.048080233,0.774864008,1.087317632,1.196173987,1.076177071,0.965118919,0.679211736,1.017419065,0.855319782,0.983273302,0.939033537,1.059323469,1.346757278,1.188715436,1.479545774
0.771535645,0.971925331,1.514316489,1.47861289,0.96295976,0.836053949,0.633690954,1.223300434,1.006876825,0.702340763,0.90449957,1.137686574,0.949140882,1.631292631,0.665092995,1.337967946,1.044033882
1.23986091,1.43053022,0.725192186,1.485380046,0.695585778,0.72452829,0.817284496,1.247246915,0.725431805,1.105629146,1.131523301,1.181011423,0.703383015,1.352934593,1.034642632,1.244850273,0.744491731
1.301190757,1.355597494,0.975012953,0.573464369,0.719609761,1.067787006,1.269056556,1.149052004,0.832111355,1.960736059,1.021941534,0.8827538,0.715709134,1.228231989,1.365201401,1.727479584,0.853255242
1.624484816,1.082465189,0.713092698,0.845562868,0.784543274,1.416659005,1.194385206,1.075541547,1.074809295,0.781570346,1.34707239,0.924649938,0.946093506,0.969940548,0.766352568,1.249087306,1.518407915
1.163201099,0.781340561,1.062149368,0.739252485,0.83197618,0.820625014,0.778825083,1.120140125,0.71562229,1.221613353,1.269470445,0.993889388,1.204044042,1.717584689,1.016025039,0.948031996,1.70189914
0.871990495,2.073241369,0.868110537,0.845270531,0.692158563,1.268563438,0.531005909,0.786770617,1.18541453,0.999567224,1.205841182,1.226617447,0.679617748,1.06761315,0.625020942,1.264889263,0.911037724
0.851087609,1.103617059,1.371934231,0.55216421,0.571085436,0.577119054,1.28991669,1.129252803,0.809987219,1.567863409,1.04220479,0.736575413,0.659963913,1.331712794,0.834989528,0.703584538,0.841025673
1.291611752,1.153959825,1.094936119,1.132845781,1.012975915,0.752273015,1.176427742,0.781657607,0.72500878,0.724533347,1.29805351,0.589991228,0.956543716,1.078512227,0.83267207,1.256454597,1.07931745
0.846010708,1.225201472,1.290189662,1.151185355,0.930591837,1.318237525,0.761805189,1.04428473,1.520322842,0.944679438,0.776350825,0.928600688,1.141662744,0.785776054,1.090114602,1.150395076,1.00136942
1.435303055,0.656236032,1.063610302,0.550263108,1.008559102,1.784529192,1.326230936,0.997924821,0.903506031,1.171728179,1.373098518,1.623246863,0.782895159,0.549180706,0.798949593,0.941961189,0.894198025
1.493573264,0.615761739,0.86282337,0.747672321,0.867419665,0.81885427,1.15432113,0.731749205,0.781767633,1.030803795,1.384300228,1.715879601,0.768348178,1.214484635,1.370080517,1.487248864,0.856237327
0.952457243,0.833852854,1.084927245,1.113594447,0.899699431,1.040506879,2.230162679,0.997732751,1.237497111,0.870435334,0.853539575,1.184555184,0.786264725,0.573564985,1.016092924,0.87728395,1.087631332
1.244502333,1.310260443,0.671869275,0.632943797,1.162682691,1.096274296,0.75446368,1.449502853,1.009952777,1.037766176,1.085653179,1.579880564,0.924416336,0.594993349,1.355322306,0.757053897,1.452235489
1.564309512,0.785218365,0.716211535,1.332533304,0.664370385,1.226513374,1.140363518,0.957930296,0.902614478,1.853995779,0.893722003,0.754560572,0.783457307,0.839385145,1.670056755,0.889473161,0.813003708
1.239010287,0.673869118,1.206998415,0.670730104,0.961506027,0.578065063,1.174422737,1.231040091,0.813617499,1.099958803,1.050065667,1.03926779,1.365932629,0.965575152,0.823255174,0.988670308,0.941955311
0.983297833,0.77695592,0.954609282,1.428433517,0.882962822,0.820710354,1.34339125,1.030834067,0.896899245,0.801197056,0.641495748,0.909277236,1.100401899,0.645994702,1.486687292,1.157382721,0.625009847
0.838388788,1.094903778,1.068054444,0.768388103,0.423831237,1.174293381,0.902477795,0.835806914,1.13391224,0.813097528,1.223061709,0.742750074,1.285373046,1.152983224,1.455937112,0.765070879,0.764462529
1.221537057,1.282017445,1.001954691,0.931678334,1.216339974,1.802833788,1.303920183,1.025685415,0.841680981,1.161747328,0.864822198,1.262980568,1.319538269,1.192964486,1.511919874,1.742570775,0.565921768
0.758211908,0.549153034,0.898408857,0.904005144,1.078021915,1.089641312,0.813954696,0.783492064,1.268735541,0.891737407,0.66274747,1.06315363,0.883991659,1.220265373,1.070081316,0.938142958,0.986876503
0.875968442,0.728706659,0.954397261,1.03950471,1.165125141,0.991003653,0.871787581,1.195901971,0.966514929,1.27393091,0.973418845,0.972818062,0.758531096,0.757232106,0.749487078,1.708214976,0.941711141
1.110429526,1.746797463,1.320646767,0.69205548,0.906493207,1.306685685,1.090303037,1.973006714,0.985735615,0.627783937,1.142507026,1.01494091,1.381836985,1.096862277,1.094055641,0.94255073,0.957024076
0.431842395,1.125224479,1.34591509,0.677537841,0.633439675,1.204787728,0.636190791,0.604217745,1.267051896,0.821778234,1.452768292,0.831681485,1.075202013,1.179162858,1.150607766,1.059118651,0.933381294
1.155050832,0.890430885,1.134832045,1.385847349,0.509258481,1.718314798,0.827274999,1.484291364,1.592774744,0.643603497,1.054515592,0.937641108,1.157062851,1.104359508,1.462826648,1.387015424,0.752815438
1.108453945,0.982631586,2.13932938,1.140644703,1.14025887,0.777786823,0.675534679,1.269017291,0.942537911,1.215002148,0.779235256,0.580395259,1.600002251,1.289107604,1.03359855,0.705865578,0.88757637
